Author	FirstName	Type	Title	Country	Abstract	Code	LastName	Symposium	Category	WordCount	NameFreq	Gender	Category2	Student	StudentStatus
Veronika Laine	Veronika	talk D23SY31RT16:33R1	Quantitative trait loci for behavior, growth and body size in the nine-spined stickleback Pungitius pungitius L.	Finland	Genetic architecture of ecologically important traits, such as behavior and body size, are as yet relatively little studied in wild animals. Using F2-intercross (n = 283 offspring) between behaviorally and growth strategically divergent nine-spined stickleback (Pungitius pungitius) populations, we explored the genetic underpinnings of growth and behavioral traits describing different aspects of activity and boldness with the aid of quantitative trait locus (QTL) analyses based on 226 microsatellite markers. The behaviors were analyzed separately (viz. feeding activity, risk-taking, exploration) and also in combination to map “behavioral types”. Significant (experiment wide) QTLs were detected for both trait groups. In addition, suggestive (chromosome wide) QTLs were also detected. The results also showed that loci affecting size and growth traits were located in some cases in the same chromosomal region as loci affecting behavior of the nine-spined stickleback. The results found in these studies lay the foundations for fine mapping these traits and provide a starting point for identification genes responsible for the size and behavior differences between marine and pond nine-spined sticklebacks. 	D23SY31RT16:33R1	Laine	SY31	RT	175	1	Female	Talk	Student at University of Turku	Student
Victor Stiebens	Victor	poster D21SY27PS0833	Living on the edge: how philopatry maintains adaptive potential	Germany	Without genetic variation, species cannot cope with changing environments and evolution does not proceed. In endangered species, adaptive potential may be eroded by decreased population sizes and processes that further reduce gene flow such as philopatry and local adaptations. Here, we focused on the philopatric and endangered loggerhead sea turtle (Caretta caretta) nesting in Cape Verde as a model system to investigate the link between adaptive potential and philopatry. We produced a dataset of three complementary genomic regions to investigate female philopatric behaviour (mitochondrial DNA), male-mediated gene flow (microsatellites) and adaptive potential (major histocompatibility complex (MHC). Results revealed genetically distinct nesting colonies, indicating remarkably small-scale philopatric behaviour of both males and females. Furthermore, these colonies also harboured local pools of MHC alleles, especially at the margins of the population’s distribution, which are therefore important reserves of additional diversity for the population. Meanwhile, directional male-mediated gene flow from the margins of distribution sustains the adaptive potential for the entire rookery. We therefore present the first evidence for a positive association between philopatry and locally adapted genomic regions. Contrary to expectation, we propose that philopatry conserves a high adaptive potential at the margins of a distribution, while asymmetric gene flow maintains genetic connectivity with the rest of the population. 	D21SY27PS0833	Stiebens	SY27	PS	210	1	Male	Poster	Student at GEOMAR 	Student
Victoria Furio	Victoria	poster D20SY22PS1327	Macroevolutionary dynamics of intrinsic antibiotic resistance in Pseudomonas	United Kingdom	The anthropogenic use of antibiotics has driven the rapid evolution of high levels of resistance, but the extent to which antibiotics imposed selection for resistance in the pre-human era remains largely unknown. Using a novel comparative approach to study resistance, we show that selection for low levels of antibiotic resistance (“intrinsic resistance”) is ancient in bacteria from the genus Pseudomonas. At a phenotypic level, we show that divergence in intrinsic resistance between species does not correlate to evolutionary distance, suggesting that the evolution of resistance is driven by selection, and not neutral drift. Consistent with this argument, we find evidence of a genome-wide trade-off between intrinsic resistance and competitive ability, implying that selection is required to maintain resistance. Recent work has shown that hundreds of genes with diverse functional roles contribute to intrinsic resistance, but we show that approximately 80% of the phenotypic variation in resistance between species is determined by variation in a small number of genes with known roles in protection against antibiotics, most of which are antibiotic efflux pumps. Importantly, these are the same genes that provide the dominant mechanism for the evolution of resistance to clinical doses of antibiotics in Pseudomonas. In summary, our study shows that antibiotics represent an ancient evolutionary pressure, suggesting that historical patterns of evolution of resistance are likely to play a key role in determining the potential for evolving resistance to clinical doses of antibiotics. 	D20SY22PS1327	Furio	SY22	PS	237	2	Female	Poster		Staff
Victoria Pritchard	Victoria	poster D20SY32PS1156	Characterization of expression quantitative trait loci (eQTL) associated with response to thermal stress in the threespine stickleback, Gasterosteus aculeatus	Finland	Ongoing climate change will expose populations to altered thermal regimens, which are likely to include more frequent and higher temperature maxima. Whether and how a resident population can withstand or adapt to these new conditions will depend on the genetic architecture underlying responses to temperature changes. This includes both coding genes and the regulatory regions that govern expression of these genes. Recent advances enabling the quantification of transcription levels for a large number of genes and the genotyping of many thousands of genetic markers throughout the genome, together with novel statistical methods, are facilitating the identification of such regulatory regions via expression quantitative trait locus (eQTL) analysis.  The threespine stickleback (Gasterosteus aculeatus) is an important model organism in evolutionary biology. The species occurs as resident populations in a wide range of habitats with different thermal profiles. We used sticklebacks derived from the Baltic coast of Finland to identify and localize eQTLs underlying changes in gene expression in response to thermal stress. Experimental subjects comprised 600 individuals in 30 sib–halfsib families, half of which were subject to a thermal challenge immediately prior to tissue collection. Liver mRNA expression was subsequently quantified using Agilent custom microarrays. Over 2000 genes were found to be differentially expressed between control and treatment groups. Genotyping of the families by sequencing on the Illumina platform, in combination with the existing G. aculeatus genome, was used to generate a linkage map that included over 10,000 SNPs. This enabled us to characterize and explore the regulatory networks underlying these changes in gene expression. 	D20SY32PS1156	Pritchard	SY32	PS	255	2	Female	Poster		Staff
Vienna Kowallik	Vienna	poster D20SY33PS1305	The interaction of Saccharomyces paradoxus with its natural competitors on oak bark	Germany	Saccharomyces cerevisiae is a well-studied laboratory model organism but its natural history is poorly understood, and confounded by domestication. Its close relative, S. paradoxus, is often found on oak trees. Saccharomyces species seem to be adapted for rapid growth in sugar rich environments (like the grape juice that is fermented for wine production wine), so we wanted to study how they grow in their natural, but very different, environment of oak bark. Oak tree S. paradoxus grows well on oak bark medium that is sterilised by heat, filtration, or chemically. But its growth is almost completely suppressed when the microbes that normally inhabit the oak bark are allow to compete. Using a combination of culturing, oak bark competition experiments, and metagenomic sequencing we are investigating what the most important natural competitors of yeast are in its natural habitat. 	D20SY33PS1305	Kowallik	SY33	PS	139	1	Female	Poster	Student at Max-Planck Institute for Evolutionary Biology	Student
Ville-Petri Friman	Ville-Petri	talk D20SY15RT18:09R4	Phage therapy might not help everyone; bacterial resistance and phage infectivity evolution considerably varies between different Cystic Fibrosis patients	United Kingdom	Phage therapy, the use of viruses to specifically kill only the disease-causing bacteria, could offer an alternative way to fight against antibiotic resistant bacteria. Even though phage selection could lead to increased bacterial resistance, phage therapy has the potential to become an evolutionary sustainable medicine: phages can coevolve more infective and thus retain their efficiency to keep bacteria under control. Here we studied experimentally in vitro the long-term coevolutionary dynamics of model phage therapy by using four natural phage species and Pseudomonas aeruginosa bacterial strains isolated from the lungs of ten Cystic Fibrosis patients. We found that bacteria and phages coevolved during the three weeks of cocultivation. However, coevolution was asymmetric by favouring bacterial resistance over phage infectivity, which suggests that phages might not be able to overcome bacterial resistance evolution indefinitely. When ancestral and coevolved phages were applied continuously to ancestral bacterial cultures, coevolved phages were clearly more efficient in reducing bacterial densities with lower corresponding increase in bacterial resistance. These results demonstrate that environmentally derived phages could be used to eradicate clinical bacterial infections, while the effectiveness of phage therapy could be enhanced by coevolving phages more infective in vitro. Despite this potential, our study also shows an important caveat: phages’ ability to reduce bacterial densities varied considerably between different patients having very large to negligible effects. As a result, phage therapy is unlikely to work uniformly across all patients and might need to be adjusted case-specifically according to given host and parasite genotypes. Recognising between-patient variation in bacteria-phage coevolution is thus crucial for developing a broad-spectrum phage therapy, which is effective against multiple pathogen genotypes. 	D20SY15RT18:09R4	Friman	SY15	RT	274	1	Male	Talk		Staff
Vincent Foray	Vincent	talk D20SY05RT11:18R1	Can we predict the effect of thermal fluctuations on specialist and generalist reaction norms?	Belgium	Reaction norms depict the environmental effects on phenotypic traits and are used to predict the global change consequences on organisms. However, studies performed at constant temperatures have limited ecological significance because expressed phenotypes depend on the range and frequency of environmental states. By using the Jensen’s Inequality (a mathematical property of nonlinear functions), we predict that the effect of thermal fluctuations on the phenotype depends on the shape of the reaction norm: a negative effect of the thermal fluctuations when the reaction norm is convex and a positive effect when the reaction norm is concave. This study measures the impact of diel fluctuations in developmental temperature on phenotypic expression of traits related to fitness and energetic resources in two strains of the parasitoid wasp Venturia canescens differing in their thermal sensitivity. In a first experiment, we compare the effect of a constant versus a fluctuating thermal regime having the same means (20, 25 and 30 °C) on reaction norms of life history traits and of energetic reserves. In a second experiment, we examine the effects of a natural thermoperiod in field on these traits. As predicted, our results show that the shape of the reaction norm defines the phenotypic changes induced by the development under fluctuating thermal conditions. Moreover, our results emphasize the significance of taking into account several phenotypic life history traits to study the adaptive value of phenotypic plasticity. We also show that the level of energetic resources depends on the mean developmental temperature and not on the thermal regime. Finally, the field experiment confirms that the phenotype of these parasitoids depends on the temperature variation. This is the first experimental study demonstrating that Jensen’s Inequality can quantitatively predict the effect of thermal fluctuations on life-history traits of an ectotherm species. 	D20SY05RT11:18R1	Foray	SY05	RT	294	1	Male	Talk		Staff
Violaine Llaurens	Violaine	poster D21SY21PS0567	Investigating the role of dominance in the polymorphism of wing colour patterns in the mimic butterfly Heliconius numata	France	Dominance is a widespread mechanism by which the phenotype of heterozygotes is determined. In polymorphic loci, dominance thus plays an important role in the dynamic of the phenotypic polymorphism because of the high number of heterozygotes. This talk focuses on dominance in a striking case of colour polymorphism caused by Müllerian mimicry. In the unpalatable butterfly species Heliconius numata, several wing colour patterns are co-existing and these patterns exhibit high resemblance with other unpalatable species. Colour patterns thus seem to act as a warning signal of toxicity for predators. In H. numata, this protective mimicry is adapted to the spatial variation in communities of unpalatable butterflies, leading to a stable polymorphism of wing colour patterns due to selection/migration equilibrium. These complex wing colour patterns are mainly controlled by a single locus, the supergene P, which contains about 18 co-segregating genes. Dominance relationships among the haplotypes at the supergene P are predicted to be under high selective constraint due to an increased predation risk for non-mimetic intermediate heterozygotes. Using an original morphological approach based on automatic detection of pattern variation, we quantify the coefficient of dominance between haplotypes at the supergene P. The study of controlled crosses between sympatric and allopatric morphs suggests a complete dominance among haplotypes occurring within populations whereas mosaic of dominance is mainly observed in allopatric haplotypes. This highlights the important role of dominance in the polymorphism of distinct wing colour patterns involved in mimicry relationships and allow us to open research on the possible mechanisms of dominance at the supergene P. 	D21SY21PS0567	Llaurens	SY21	PS	258	NA	Female	Poster		Staff
Violeta Simón-Porcar	Violeta	poster D23SY02PS0760	The role of pollinators on disassortative mating in non-reciprocal style morphs of Narcissus papyraceus	Spain	Heterostylous plant populations usually undergo high level of disassortative mating due to differentiated pollen transfer and heteromorphic incompatibility system. Stylar dimorphism lacks perfect reciprocity between morphs, thus it is considered unstable. However, it is very frequent in Narcissus. We hypothesize that enough level of disassortative pollen transfer might account for its maintenance. We investigated mating patterns in style dimorphic Narcissus papyraceus, a species with dimorphic and monomorphic populations for the long-styled morph. We set twelve experimental populations in two different sites within the dimorphic and the monomorphic regions and exposed them to natural pollinators. Two different approaches based on paternity analysis revealed increased rates of disassortative mating in most of experimental populations. In a second experiment, we assessed the role of different types of floral visitors on pollen transfer. We set emasculated (receptive) and intact (donor) flowers of each morph in the field, and collected single-visited receptive flowers to examine the pollen load deposited on stigmas. Long-tongued pollinators enhanced disassortative pollen transfer to the short-styled morph, in agreement with paternity experiment. In contrast, short-tongued insects were low efficient pollinators of the long-styled morph, and incapable to pollinate the short-styled morph. Our study provides empirical support for the hypothesis that disassortative mating maintains stylar dimorphism in the genus Narcissus. Despite of our first approach could not explain the loss of the short-styled morph in the north range of distribution of the species, the second experiment points out to a possible role of short-tongued insects, as previous correlational studies had proposed. 	D23SY02PS0760	Simón-Porcar	SY02	PS	258	1	Female	Poster	Student at Faculty of Biology University of Seville	Student
Virginia Settepani	Virginia	poster D20SY23PS0967	Extremely low genetic diversity and population differentiation in a social inbreeding spider	Denmark	Mating systems strongly influence many aspects of species’ biology, among them the level and structure of genetic variation. Evolution of sociality in spiders is associated with a transition from outcrossing to inbreeding mating system. All known social spiders (~23 species) are relatively young species that recently evolved regular inbreeding. Social spiders live and mate in colonies of highly related individuals with, while their solitary sister species disperse before mating. In addition they show highly female biased sex ratio (~8:1), reproductive skew, and are characterized by strong meta-population dynamics. All these factors are predicted to affect their population genetic patterns towards low diversity and, depending on the strength of meta-population dynamics, high among-population variation due to reduced gene flow among populations. Stegodyphus sarasinorum is a social spider distributed across the Indian sub-continent and adjacent countries. Spiders were sampled over more than 3000 km from Sri Lanka in the south to Himalaya in the north with denser sampling in central India, and 17 coding loci were sequenced in all individuals. As predicted, the diversity was found to be very low, both at the population and the species level. Interestingly, at this level of sequencing no population differentiation could be identified, suggesting a strong homogenization of genetic variation over extremely large areas caused by meta-population dynamics. 	D20SY23PS0967	Settepani	SY23	PS	219	1	Female	Poster	Student at Bioscience, Aarhus University (Denmark)	Student
Virginie Népoux	Virginie	poster D23SY31PS0163	It smells like blue	France	In nature, animals are exposed to a wide variety of sensory cues, auditory, olfactory, visual or gustatory. These sensory cues may be used as information to learn to recognize dangers and resources in a changing environment. In order to associate a neutral stimulus to an aversive or appetitive one (associative learning), information may be collected by different sensory systems, which may vary in their reliability and may even be in conflict. How is processed information? Is there information transfer between sensory systems? How animals balance these different informations will have a strong impact on their decision making. Using Drosophila melanogaster, a well-known model for learning ability studies, we propose to understand how different sensory modalities (gustatory, visual and olfactory) can be used in an associative learning task and how they interact. 	D23SY31PS0163	Népoux	SY31	PS	132	1	Female	Poster		Staff
Vitor Sousa	Vitor	talk D20SY23RT18:09R3	Identifying loci under selection against gene flow in isolation with migration models	Switzerland	When divergence occurs in the presence of gene flow there can arise an interesting dynamic in which selection against gene flow, at sites associated with population specific adaptations or genetic incompatibilities, can cause net gene flow to vary across the genome. Loci linked to sites under selection may experience reduced gene flow and may experience genetic bottlenecks by the action of nearby selective sweeps. Data from histories such as these may be poorly fit by conventional neutral model approaches to demographic inference which treat all loci as equally subject to forces of genetic drift and gene flow. To allow for demographic inference in the face of such histories, as well as the identification of loci affected by selection, we developed an isolation with migration model that explicitly provides for variation among genomic regions in migration rates and/or rates of genetic drift. The method allows for loci to fall into any of multiple groups, each characterized by a different set of parameters, thus relaxing the assumption that all loci share the same demography. By grouping loci, the method can be applied to data with multiple loci and still have tractable dimensionality and statistical power. We studied the performance of the method using simulated data, and we applied the method to study the divergence of two subspecies of European rabbits (Oryctolagus cuniculus). 	D20SY23RT18:09R3	Sousa	SY23	RT	220	1	Male	Talk		Staff
Viviana Marri	Viviana	poster D21SY21PS0882	Differential effects of pigmentary and non-pigmentary antioxidants on growth, plumage coloration and resistance to oxidative stress in wild great tits	Switzerland	Carotenoid-based colorations are thought to be honest signals of individual quality but the mechanism underlying their expression is still not clear. Since carotenoids act both as antioxidants and immunostimulants, it has been suggested that carotenoid-based coloration can signal an individual’s ability to resist oxidative stress and/or to mount an immune response. However, the antioxidant role of carotenoids in vivo has recently been debated. The "protection hypothesis" holds that carotenoids, which are minor antioxidants and are bleached by reactive oxygen species, can be used as signals to indicate the availability of non-pigmentary antioxidants (e.g. vitamins) that protect them from oxidation. Here, we evaluated this hypothesis by assessing the interactive effects of carotenoids and vitamins on plumage coloration, oxidative stress, growth and fledging success in nestling great tits. We supplemented nestlings with carotenoids (lutein and zeaxanthin) and/or vitamins (E and C) in a 2x2 full-factorial design, and subsequently measured plumage reflectance, antioxidant capacity, oxidative damage and body condition. Vitamins enhanced the expression of the carotenoid-based plumage coloration during the breeding season and improved antioxidant capacity. They did not influence oxidative damage, probably because supplied nestlings invested more in growth, which is a major cause of free-radical production, rather than in reducing oxidative damage. Moreover, vitamin-treated nestlings had a higher probability of fledging. In contrast, carotenoids did not influence any of these traits and did not show any synergistic effect when supplemented together with vitamins. Our results support the "protection hypothesis" and hence the idea that carotenoids are minor antioxidants in vivo. Furthermore, we could show the importance of antioxidants during growth, supporting the idea that oxidative stress may play a central role in life-history trade-offs. 	D21SY21PS0882	Marri	SY21	PS	283	1	Female	Poster		Staff
Vlad Dinca	Vlad	poster D21SY30PS1306	Species limits and phylogeography of the Leptidea cryptic species complex (Lepidoptera: Pieridae)	Sweden	Although European butterflies are among the best studied insects on the planet, cryptic species are still being discovered. The common and widespread Wood White butterfly L. sinapis was among the first cases shown to represent two different species (L. sinapis and L. reali). However, very recently, it has been discovered that yet another cryptic species, L. juvernica, has been hidden within L. reali. The presence of such surprising levels of cryptic diversity in an already intensively studied system, makes the Leptidea triplet a unique case among European butterflies and prompted us to study the species limits and phylogeography of the cryptic species complex. Through extensive mating experiments, we found that all three species are reproductively isolated due to female mate choice of exclusively conspecific males. The three species are closely related but differentiated genetically. They have homogeneous intraspecific genetic structures suggesting that their current distributions are the result of a postglacial colonization from a single glacial refugium for each species. The only differentiated lineage are the Irish L. juvernica, that may have survived in southern Ireland during the last glacial maximum. Recent findings indicate that L. sinapis is the species with the highest known chromosome number variability (2n=56-106), excluding cases of polyploidy. Interestingly, the variation in chromosome numbers follows a longitudinally-oriented cline. This context offers the rare possibility to test the concept of clinal species. Our preliminary results based on mating between different chromosomal races of L. sinapis suggest that pronounced differences in karyotypes associated with multiple chromosomal rearrangements are not strongly detrimental in this species. 	D21SY30PS1306	Dinca	SY30	PS	258	1	Male	Poster		Staff
Vladimir Jovanovic	Vladimir	poster D23SY17PS0756	Inter- and intraspecific genetic divergence in genus Apodemus (Rodentia, Muridae): a framework for NGS	Serbia	The genus Apodemus includes more than 20 species of field and forest mice, with some of them sharing similar morphologies and living in sympatry. Interspecific divergences were previously investigated by means of morphological, biochemical, karyological, and analyses of nuclear and mitochondrial gene sequences. The aim of this research was to describe the divergence among and within several Apodemus clades by comparing the structure of six microsatellite loci. Furthermore, the evolutionary distances among these clades were measured in the data sample of 1483 partial and complete cytochrome b sequences (GenBank accessions). Both microsatellite allelic diversity and polymorphism in presence and length data add to already established line of evidence on interspecific differences among Apodemus species. We strengthened the distinct position of subgenus Sylvaemus, and emphasized intraspecific diversity in A. sylvaticus. This intraspecific divergence in the presence of microsatellite loci was compared to divergences at the karyological level. Bearing in mind that a good phylogenetic framework contributes to the phylogenomic research, we pinpoint the optimal choice of sample size for next generation sequencing (NGS) and the populations of interest. 	D23SY17PS0756	Jovanovic	SY17	PS	177	2	Male	Poster		Staff
Vladimir Remes	Vladimir	poster D23SY34PS0083	Quantifying sex roles during incubation in songbirds: a comparative analysis	Czech Republic	Parental care, if present, is provided either by one sex or by both sexes. In birds, an important component of parental care is incubation of eggs. In uniparental incubators (only one sex is responsible for incubation), females usually incubate. As incubation behavior is time-consuming and energetically demanding, there might be an upper limit on incubation effort in these uniparental incubators. To overcome this limit and increase overall incubation intensity, males might help either directly by incubating the eggs (complementary parental care) or indirectly by feeding the incubating female on the nest (task specialization). To reveal whether there is an upper limit on incubation intensity in female-only incubators, we compared average nest attentiveness (% of daytime spent on eggs) in female-only incubators with species where only females incubate but males feed them, and with species where both sexes incubate. Further, we studied how total nest attentiveness changed with the degree of male help. Our phylogeny-based comparative analyses were based on a sample of 320 species of songbirds and data extracted from primary literature. We confirmed that i) total nest attentiveness increased from female-only incubators through species where incubating females are fed by males to biparental incubators. Further, we showed that ii) in species where females incubate and males feed them, nest attentiveness increased with the intensity of male incubation feeding, and that iii) in biparentally incubating species, male nest attentiveness correlated positively with total nest attentiveness, whereas female attentiveness did not. These results demonstrate that male help is indispensable for increasing total incubation effort in songbirds, which might be in turn dictated by environmental selective factors (e.g. temperature, nest mortality). 	D23SY34PS0083	Remes	SY34	PS	275	2	Male	Poster		Staff
Wade Hazel	Wade	poster D20SY05PS0095	Modeling plastic and canalized phenotypic expression by the process of genetic accommodation	United States	The evolution of polyphenism, in which a single genotype produces alternative discrete phenotypes in response to environmental cues, and the evolution of a novel canalized phenotype, in which a genotype produces a novel, invariant phenotype in spite of environmental differences, represent different end points in the process of genetic accommodation. Genetic accommodation is hypothesized to begin when heritable variation in developmental switch points and environmental variation conspire to trigger the expression of a novel phenotype, thus exposing the underlying genetic variation to selection. We model genetic accommodation using a threshold model. Using simulations, we illustrate the model by application to the evolution of both the environmentally induced expression of a novel defensive phenotype and the evolution of the canalized expression of a defensive phenotype. We show that, given the appropriate ecological and genetic conditions, genetic accommodation can occur rapidly, resulting in the evolution of either polyphenism or a novel canalized phenotype. 	D20SY05PS0095	Hazel	SY05	PS	151	NA	NA	Poster		Staff
Wasim Uddin	Wasim	poster D21SY09PS0872	Genetic structure of a nematode parasite (Trichuris muris) across the European house mouse hybrid zone	Czech Republic	A continuous arms race between hosts and parasites may lead to co-adaptations varying both spatially and temporally. In secondary contact hybrid zones between divergent host taxa, these co-adaptations may break down, leading to a higher/lower prevalence of parasites in hybrids and a barrier to parasite gene flow at the centre of host contact. Here we aimed to study the genetic structure of a common gastrointestinal nematode parasite, Trichuris muris (Trichuridae) of the house mouse (Mus musculus) in the European house mouse hybrid zone (HMHZ). Specifically, we asked i) Are parasites genetically structured according to the host hybrid zone? ii) Could there also be a hybrid zone between the parasites? We analyzed 172 worms from 47 localities (one nematode per wild caught house mouse) covering an area of 6,500 km2 in Central Europe (Czech Republic and Germany). We sequenced the mitochondrial cytochrome oxidase-I (COX-I) gene and genotyped three microsatellite markers from these parasites. We found 22 haplotypes in COX-I sequences which, by performing haplotype network analysis grouped into two large and two small clades. However, the geographic pattern of these parasite mt clades did not correlate with host genotype across HMHZ. Hierarchically clustering (Structure, k=2) the parasite microsatellite data suggests two clusters, but again with no correlation to the east-west host contact. Our results strongly contrast with the genetic structure of another nematode, Syphacia obvelata which mirrors the host HZ geography. We suggest this contrast is due to the lesser host specificity of T. muris compared to S. obvelata. In the sampled field area, the house mouse is sympatric with woodmice (genus Apodemus) or rats (Rattus norvegicus), both being common hosts of T. muris. Such alternative hosts provide a way round any transmission barrier. In conclusion, T. muris is not genetically structured according to its host in the HMHZ and there is no evidence of hybrid individuals. 	D21SY09PS0872	Uddin	SY09	PS	313	1	Female	Poster	Student at Institute of Vertebrate Biology, Academy of Sciences of the Czech Republic	Student
Weihao Zhong	Weihao	poster D20SY15PS0811	A Turandot family gene promotes immunity against sexually transmitted fungal infections in Drosophila melanogaster	United Kingdom	Although it is well known that mating increases the risk of infection, we do not know whether females have adaptive responses to mitigate the fitness costs of sexually transmitted infections (STIs). The major problem has been that we lack a suitable model host/pathogen system for studying the costs of STIs. Recently, Turandot-M (TotM), a member of the Turandot family of genes involved in immune and stress response, has been shown to be upregulated in female Drosophila melanogaster when they hear male courtship songs. Here we use the Gal4/UAS RNAi gene knockdown system to test whether TotM provides survival and fecundity benefits for females that mate with fungus-infected males. We show that when the fungus, Metarhizium robertsii, is sexually transmitted it reduces female reproductive output across all fly lines. By comparing the knockdown line (Gal4/UAS-TotM) with control lines (Gal4/+ and UAS-TotM/+), we found that TotM provides a survival benefit for females infected with an STI and a survival cost for healthy females. Interestingly, TotM does not provide a benefit for females under direct topical infection with M. robertsii. Together these results show that TotM plays a previously-overlooked role in defence against STIs and it suggests that females use auditory cues to anticipate the immune challenges that come with mating. 	D20SY15PS0811	Zhong	SY15	PS	213	1	Male	Poster	Student at University of Bath	Student
Wellington Nascimento	Wellington	poster D20SY33PS0610	Genetic structure of the endangered Amerindian yam (Dioscorea trifida L.)	Brazil	Dioscorea trifida (Dioscoreaceae) is an endangered Amerindian yam species, whose origin, evolution and domestication are still unresolved issues. In order to assist in developing strategies for the conservation of D. trifida, we assessed the genetic diversity of 53 accessions of D. trifida from the states of São Paulo, Santa Catarina, Mato Grosso and Amazonas in Brazil based on eight SSR and 16 ISSR markers. The level of polymorphism among the accessions was high, 95% for SSR and 76% for ISSR. The SSR marker showed higher discrimination power among accessions compared to ISSR, with D parameter values of 0.79 and 0.44, respectively. Although SSR and ISSR markers led to dendrograms with different topologies, both separated the accessions into three main groups: I – Ubatuba-SP; II – Iguape-SP and Santa Catarina; and III - Mato Grosso. The two accessions from Amazonas varied their position according to the genomic region analyzed. Bayesian and principal coordinate analyses conducted with both molecular markers corroborated the classification into three main groups. Higher variation was found within groups in the AMOVA analysis for both markers (66.5% and 60.6% for ISSR and SSR, respectively), and higher Shannon diversity index was found for data from SSR marker. Significant correlations were found between genetic and geographic distances (r = 0.08; p = 0.0007 for SSR and r = 0.16; p = 0.0002 for ISSR). Therefore, results from both markers showed a high spatially structured genetic diversity in D. trifida accessions maintained by small traditional farmers in Brazil. 	D20SY33PS0610	Nascimento	SY33	PS	256	NA	NA	Poster	Student at Luiz de Queiroz College of Agriculture, University of São Paulo	Student
Wen-Juan Ma	Wen-Juan	poster D23SY31PS0237	Genetics of sex determination and sexual traits in the parasitoid wasp genus Asobara	Netherlands	Sex determination and sexual-reproduction traits are key issues in evolutionary biology. One way to improve our understanding of sex determination is to study the underlying mechanisms in closely related species and in a phylogenetic framework. In the Hymenopteran parasitoid wasp genus Asobara, characterized by a haplodiploid sex determination system, we first investigated if haplodiploidy in four different species is caused by complementary sex determination (CSD), whereby sex differentiation depends on the allelic state at the CSD locus (heterozygous individuals are females, hemi- or homozygous are males). Using multiple-generations inbreeding experiments, flow cytometry and simulation models, we showed that sex in this genus is neither determined by the allelic state at a single locus nor at multiple loci, but by an alternative mechanism. We then focused on the species A. japonica which, in addition to sexual lineages, comprises asexual lineages as a result of Wolbachia infection. It is expected that in asexuals, traits once involved in sexual reproduction become redundant and vestigialize. To gain insights into the genetics of sexual vestigialization, genes from an asexual lineage were introgressed into a sexual lineage, by taking advantage of males that are occasionally produced by asexual females. Among the offspring of F1 hybrids, approximately 50% of females lost their mating propensity, suggesting a simple genetic architecture underlying trait decay, consistent with a single recessive locus. Sex allocation among the females that did mate became more female-biased in F1 generation and slightly less female-biased in further introgressed generations, suggesting a complex genetic architecture with dominance effects. Using next-generation sequencing of different Asobara species, we are investigating the molecular basis of sex determination mechanisms and vestigialized sexual traits. I will present and discuss the data in an evolutionary context. 	D23SY31PS0237	Ma	SY31	PS	288	1	Female	Poster	Student at Faculty of Mathematics and Natural Sciences of University of Groningen	Student
Wen-Ya Ko	Wen-Ya	talk D23SY11RT16:57R9	Identifying recent Darwinian selection acting on different human APOL1 variants among diverse African populations in trypanosomiasis endemic areas	Portugal	Disease susceptibility may arise as a consequence of adaptation to infectious disease. Recent findings have suggested that higher rates of chronic kidney disease (CKD) in individuals with recent African ancestry may be attributed to two APOL1 risk alleles (G1 and G2) at the SRA-interacting domain. These two alleles appear to have risen adaptively, possibly due to their protective effects against African trypanosomiasis (African sleeping sickness). In order to explore the distribution of potential functional variation at APOL1, we studied nucleotide variation in 187 individuals across ten geographically and genetically diverse African ethnic groups with differing levels of exposure to two subspecies of Trypanosoma brucei that cause African sleeping sickness. We observed unusually high levels of nonsynonymous polymorphism at the functional domains that are required to lyse parasites. Whereas allele frequencies of G2 are similar across all populations (3-8%), the G1 allele is only common in the Yoruba (39%). We further identified a previously unreported haplotype (termed G3) that contains a nonsynonymous mutation at the membrane-addressing domain of APOL1 and is present in all populations except for the Yoruba. Analyses of long-range patterns of LD indicate evidence for recent selection acting on the G3 haplotype in Fulani (cattle-herding population) from Cameroon that are endemic to Gambian trypanosomiasis, suggesting its possible protective effects against trypanosome infection. Our results indicate that the G1 and G2 variants are geographically restricted and that there are more candidate variants at other functional domains contributing to trypanosomiasis resistance and risk for CKD in African populations. 	D23SY11RT16:57R9	Ko	SY11	RT	253	1	Male	Talk		Staff
